text,Sentiment,Label,tweet_ids,Count,0,1,2
"@baby0811 @rowena_guanzon @COMELEC Hahaha!! Sana di ka magkasakit. 
Sobrang galit na yang nasa puso mo.. Simba ka pa naman ng simba.. Sabagay pag ang pari makadilaw wala kang matutunan kundi galit sa kapwa.. 😊😅",Negative,Hate,['1480701430562705412'],,,,
"@iampinglacson Yung mga galit na galit sainyo senator ang mga mismong tao na galit na galit din sa ""ka-epalan"" daw ni @IskoMoreno dahil sa pagpapakita ng nagawa nya... hindi na po eleksyon ang nangyayari, sinasamba na nila ang kandidato at wala ng planong buksan ang isip!",Negative,Hate,['1486416332107046914'],,,,
@prodbyjiyoon daming gigil diyan di ka nagiisa haha dapat jan nadisqualified na yan e. Mas nanggigigil ako sa comelec hahahaha,Negative,Hate,['1483770852231774208'],,,,
"COMM'R GUANZON GALIT DAHIL SINABOTAHE DAW SIYA SA COMELEC | GUANZON DI N... https://t.co/bk4UYa0kC5 via @YouTube:: Naghahamon dahil lasing nakainum ng gin bulag, ikulong yan sa madaling panahon dahil kasama sa corruption with bautista.lock her up 👺",Negative,Hate,['1488376106159796225'],,,,
@giannakirs @raindeegueta @rowena_guanzon @COMELEC Lakas ng karma. 🤣 Inuuna kasi galit.,Negative,Hate,['1486963778235531266'],,,,
"@iamwhatiam30 Actually, hindi lang pala nya ky BBM ginawa yan. Noong 2016 election din gusto nya ipa DQ si PRRD at saka si Grace Poe. Gusto nya rin ipa cancel COC nila. Maraming inggit at galit sa katawan ang guanzon na yan.",Negative,Hate,['1487444152975781890'],,,,
@iamguidodavid @iamsouperwoman Kung takot sila para sa safety ng mga tao sa darating na eleksyon eh di sana nag prepara sila for online voting similar na ginawa sa Estados Unidos.,Negative,Hate,['1486242840405417985'],,,,
"@yanamibub @ZNasagi @rowena_guanzon Takot ka sa isang comelec commissioner.... Ano na ang nakakatakot sa isang comelec commissioner? 
Ano nang kapangyarihan meron siya?

Hambog at masyadong mapag mataas yang Rowena Guanzon na yan kaya NO di ka dapat matakot jan! 

MAHANGIN!",Negative,Hate,['1486925922611888130'],,,,
@Mang_INASAR Debate pa pang takot na. Paano pa kaya kung umattend sya sa Comelec Hearing???,Negative,Hate,['1483951758678589440'],,,,
"Grabe ganito na ba kami ginagago ng mga @COMELEC commissioners? Sinasabi na po namin, huwag ninyong gaguhin ang taong bayan, huwag ninyong bastusin ang batas. Taong bayang galit ang makakalaban nyo. https://t.co/4npXEEA5sw",Negative,Hate,['1487081423291187200'],,,,
"@HannaLopera Class + reality talaga. Diyos ko, self interest lang naman talaga. Gulat nalang ako sa next election ka-partido na ni Vico yung papalit sa VM position.",Negative,Hate,['1480829074763223040'],,,,
@JGeeEleven @rowena_guanzon D p nga nananalo mlkas n s comelec buti n lng may isang atty.guanzon n hindi nag papa sindak,Positive,Non-hate,['1486944737454002184'],,,,
my fam still support bbm 😭😭 ansarap na lang bigla lumayas :)) dapat daw isupport kapwa ilokano :// pls sana maconvince ko sila b4 the election comes.,Negative,Hate,['1484881424167874560'],,,,
@jabjimenez @COMELEC Hahayaan nyo ang ganitong palusot? Ang convenient bigla nagkasakit?,Negative,Hate,['1479277606726172673'],,,,
@whatClarissay @phoenixtian @deletedspace_ @RobOcampo @rowena_guanzon @COMELEC Di naman galit. Naiinis lang sa kabobohan ng mama leni mo..  Biro mo napakasimplerng one word di alam. Tapos gawin nyo pang pangulo ng bayan?  Mag isip nga kayo. Wag pajralin pag ka bobo please maawa kayo sa mahal nating bayang PILIPINAS.,Negative,Hate,['1487430149117075456'],,,,
"@maltiq Ano ba tong narinig ko?
Nagmukha daw palengke ang COMELEC kasi may palengkera 
Anyare Pinas?
Gigil at gusto ma DQ agad si BBM ...then andaming nag aagree 🤔
Pag usapang Marcos
Lumalabas ang mga bastos
Hmm,kaya nakaka challenge iboto itong si BBM, interesting 🤔",Negative,Hate,['1487070438618374151'],,,,
iiyak talaga ako sa tuwa pag manalo si vp leni sa election 😭😭😭,Positive,Non-hate,['1486292793639448577'],,,,
@DuterteWatchdog Mga takot din iyang mga nakaupong commissioners ng Comelec sa mga Marcos. Retire daw sila at patulugin ang kaso para yung papalit sa kanila ang humawak.,Negative,Hate,['1482932559483146243'],,,,
"Wala ng magagawa if Comelec is trying to persecute BBM dapat mabilis na nila nagawa 
Alam nilang may mali but dinedelay na lang nila takot sila sa dagsain ng supporters ni BBM lalo na now alert 2 na at sa Feb 8 official campaign ng mga kandidato. 
Pag naging",Neutral,Non-hate,['1488323859728068611'],,,,
"@AttyMatula @YourOnCallDad @lenirobredo @TeddyBaguilatJr @ChelDiokno @SenLeiladeLima @risahontiveros @AlexLLacson @TrillanesSonny Nag paskil ako ng Stiker ni VP Leni at Sen. Kiko sa labas ng bahay noong isang araw tapos nakita ko na kinuha Ng katapat na bahay namin at ang ginawa idinikit sa labas ng bahay nila. 
Ok Lang at least alam mo ko Kung para kanino sila sa election 2022.",Positive,Non-hate,['1474529806666588162'],,,,
"Hindi yan madidisqualify. Malaking gulo kung ito'y mngyari. Kung ano ang gusto ng tao, respetuhin dapat ng COMELEC. Takot na takot at ayaw niyo tlga siya mkpasok. Bkit nga b natatakot kyo? #BBMSaBalota  
#BBMSARA2022  
#BBMIsMyPresident2022",Negative,Hate,['1479564566074134528'],,,,
@sehun2345c Asus kaya pla isa isa ng binabasura ng comelec ang mga petisyon nla for DQ kay BBM kasi wlang katotohanan lahat ng bintang😂 Iyak muna sila.,Negative,Hate,['1483439425946206210'],,,,
@shihtzuyam @KapeSa2022 kapag ginwa yan Ni BG magmmkha sya katawa tawa totoo huh ano tgnin nila sa eleksyon natin joke wag ka pagamit iligtas mo dignidad mo @SAPBongGo pag gnwa mo yan nakakaawa ka sir BG sa totooo lang !!!,Negative,Hate,['1478651746444406787'],,,,
@COMELEC disqualify nyo na kasi dami nyo pang arte. @rowena_guanzon #DisqualifyBBM #zoom meeting ghosting mo pa paano kung kailangan ka bigla kang makakasakit? Sana sinabi mo the day before na may nararamdaman ka. #MarcosMagnanakaw,Negative,Hate,['1479372298058493954'],,,,
@rowena_guanzon @leninfinity @COMELEC Delaying tactics yan ni BBM O TAKOT CYA MAGSAGOT SA TANONG DAHIL GUILTY CYA,Negative,Hate,['1483279834319319040'],,,,
"@ogie_rosa I respect your different  views po.for me ok Lang na mag away away Kasi election. but how I wish, whoever wins, suportahan ng mga Pinoy , sana bawas bawasan ang galit at division. Pinas at Pinoy din ang mag reap ng benefits pag magkasundo at magtulungan towards prosperity",Positive,Non-hate,['1478923457630932994'],,,,
@LoneThinktank @PhilstarNews @lenirobredo Agree ako kay Leni. Talunin nalang natin si ngiwi sa election para ma tapos.. Yan patas na laban Kkpagod na ring pag sabihin tayong takot na takot dahil malakas sila sa Survey gumagawa daw tayo ng ingay kaya disqualification ang paraan. Wait natin ang Dibate nila. Aangat si leni,Negative,Hate,['1481903681918631940'],,,,
Halatang halata mga loyalista ni bongbong sa comelec. Takot labas ang katotohanan. https://t.co/puBju5pByw,Negative,Hate,['1487377100164464642'],,,,
Sa Interviews at @COMELEC Hearing daw sila mas Takot! #MarcosDuwagParin 😂😂😂🤭🤭🤭 https://t.co/CeWm19LgmI,Negative,Hate,['1487699346506526722'],,,,
@IsmoFidel Its not going to work kung hindi siya maangas sa simula at bigla na lang ipipilit dahil halalan na. Tiyak na pupunahin ito ng mga supporters ni Sara(-h). Para sa akin kulang ang pangangampanya ng asawa ni Kiko. Siya kasi ang pwedeng maging maangas para kay Kiki,Negative,Hate,['1477977907133763585'],,,,
"Hindi ko gets sa mga na-scam or may mga tindahan na supporter nu Snort.

Di ba galit na galit sila nung nanakawan ng pera. Pero bakit nila sinusuportahan yung kandidato ngayong halalan?",Negative,Hate,['1487387892435406849'],,,,
"Parang may mga something like ung mink, ung na quo warranto, artistang may paiyak iyak pa na kinakausap yung manika nya tapos eto yung taga comelec. Iisa ang wavelength ng utak nila. https://t.co/vqT5Rd8pLv",Negative,Hate,['1487235320202469385'],,,,
"Salamat po Comelec Commisioner Ma'am @rowena_guanzon sa pagiging matapat. Sana po marami pang katulad niyo na matapang, at hindi takot magsabi ng katotohanan. 
👏👍🙏",Positive,Non-hate,['1487497992718675971'],,,,
Akala ko naman sobrang reliable na survey yung pinag uusapan 😂 mamaya iyak nanaman kayo pag natalo kayo sa totoong election ha?,Negative,Hate,['1480875784319373316'],,,,
@MMs122731 @Mang_INASAR Parang isyu ng nakawan ng boto. Yung mga lugaw supporter paniwalang paniwala na nanalo si lugaw sa malinis na election. Per bigla nagkaron ng halos 1B si andy bautista bilang kumulek chair sabi mismo ng asawa nya yan ah,Negative,Hate,['1479607548148092929'],,,,
"No. 103 #VoxFeedbacks

Woaaah sobrang saya kooo hahaha. Kasi 'yung sinulat kong paper sa client ko nanalo ng essay contest hahaha. Kilig much ♥️♥️♥️

Topic: Presidential Election 2022 https://t.co/CKtwoDaMuP",Positive,Non-hate,['1479776682336989184'],,,,
"Anyway.. si Iyo nga pala.. Kalaban ni Vico for mayor sa election. I mean sa ayos ng pagpapatakbo ni Vico ngayon, gulat ako at may nakaisip pang kumalaban. Kaya pala 😂 https://t.co/gbymMNPkF4",Negative,Hate,['1483841038921830400'],,,,
@pinkmarble6 @jackassme2003 @Miguel39092826 @rowena_guanzon @COMELEC Ay your mouth is full pero reflects sau Yan hahaha Trolls Lang Kasi pakita mo pagmumukha mo 🤣🤣🤣 takot ka Kasi baka natakot ako 🤣🤣🤣 Lalo na mga followers 🤣🤣🤣 IYAK sige pa trashtalk pa more hangaang mamatay ka,Negative,Hate,['1483722354086023169'],,,,
@PaxtonDy @lilyoftheveil17 kakabahan talaga kami sa pag dagsa ng mga 'baby bra' at mga 'dipatuls' warriors. nakaka takot pag naka boto sila sa coming election,Negative,Hate,['1487983613995978757'],,,,
"Takot ang COMELEC kya di nila masampahan ng kso sila BBM thats the truth takot din sila kuyugin ng supporters 
Kahit alam nila may paglabag na gingawa 
Bilib ako kay Guanzon bukod tangi sya lang malakas loob 
😋",Negative,Hate,['1488384685893832704'],,,,
"Sigaw ng mga kakampink sa page ng Comelec, ""Gawing Mandatory ang Debates""

Pero nagsisi-iyak kayo pag gagawing Mandatory ang ROTC at Vaccination.

Kamusta mental health nyo mga besh?",Negative,Hate,['1484762895959621634'],,,,
So ano na nangyari kay Jejomar Binay? Binoto ko pa naman yon noong nakaraang presidential election pero nasa panig ni Lening lutang??? Akala ko ba galit kayo sa corrupt?! 😂😂😂😂 https://t.co/IYn3pNMkHx,Negative,Hate,['1484143048548225025'],,,,
@dwiz882 Desperate move ni guanzon yan - sa 2016 election gusto nya rin ma disqualify si Duterte &amp; Poe. Same move ng liberals at pink. Choose nya pink kasi favorite color ni @bongbongmarcos #BBMIsMyPresident2022  #BBMSARA2022 Dami nilang inggit at galit sa katawan,Negative,Hate,['1488337724780445696'],,,,
"ETONG MGA BUANG NA DDS AT LOYALISTS NA TAKOT NA TAKOT SA COMELEC LEAK. EH SA PITONG COMMISSIONER NITO AY ANIM ANG APPOINTED NI DUTERTE! 

MAS DAPAT MATAKOT ANG OPOSISYON MGA GAGO! INUTIL! MANGMANG! TARANTADO! https://t.co/pahNdd4XCn",Negative,Hate,['1481268897945108483'],,,,
Buti Hindi nya tinawag na BOBO ang Supreme Court at COMELEC... Bumait bigla... @TedTe @marvicleonen @SerenoMeilou @rowena_guanzon @dawende @lawyersforleni @mariaressa @raissawriter #AndJusticeForAll⚖️ https://t.co/8pbN5emMlT,Negative,Hate,['1478511506618679297'],,,,
@CrischeleMaria @rowena_guanzon @COMELEC Sino ang may galit sa puso at paghihiganti lang ang alam gawin at pangsariling interest?,Negative,Hate,['1480635908462317570'],,,,
@inquirerdotnet Galit lang yan kasi tumaas na ang standards ng mga taga Pasig City. Ligwak kana next election.,Negative,Hate,['1483750055244812292'],,,,
"@docrjnaguit @COMELEC Pero galit sila ng tinawag ni VPLeni si Marcos, Jr na sinungaling, eh totoo naman.",Negative,Hate,['1487559995889647619'],,,,
"@_QuePasaChica_ Habang hindi nauunawaan ng mga COMELEC officials na may consequence ang kahayupang pagpaoagamit at pakikisabwat nila sa Marcos/Duterte camp, patuloy sila pspanig sa kanila. Dapat yata ay dalawin sila ng galit na taumbayan at ipaalala ang kanilang responsibilidad",Negative,Hate,['1483597819021647885'],,,,
@pjtreyes @rowena_guanzon @COMELEC ang kapal ng mukha mo at kaung mga pinklawan ok lang ba kau or may utak pa kau number one sa survey ipa dq nyo. baka matikman nyo ang galit ng taumbayan mga wala kaung brainer,Negative,Hate,['1480525025543290881'],,,,
"Isko and Lacson is misogynist! Takot sila sa babaeng may power, halata naman sa tweet ni Lacson. On the other hand, Isko is political butterfly and maka-sarili.

And last not the least, the ugly one. Blengblong M/arcos. 
#PolitiKPop_Halalan",Negative,Hate,['1487057538256281604'],,,,
@avicor1 @rowena_guanzon @pnppio @COMELEC Yabang?  takot lang kayong mga BBM supporters. Mga bastos ang bibig.,Negative,Hate,['1477900531292983296'],,,,
"@PinoyAkoBlog @COMELEC @rowena_guanzon In the hot seat lang bigla nagpalusot na. Ganyan ba gusto nila mamuno???

WEAK LEADER NGA.🥴🥴🥴",Negative,Hate,['1479323737728380932'],,,,
Wala tayong mapapala sa mga putang-bayaran sa COMELEC at Supreme Court. The first order of business is to defeat BBM in 2022. https://t.co/OOu4OihZ7E,Negative,Hate,['1474650749711753216'],,,,
"Hindi ka gulat-gulat, that's the goal nga eh. Tingin niyo ba bibitawan niya lang basta2x ang Manila kng wala siya makukuhang moneeeh pag tumakbo siya? Haynakow! Divi nga na benta na before election period diba? Kaya hirap na mga negosyante sa rent dun. 🙃 https://t.co/8w0Dkw1cwO",Negative,Hate,['1485287275856470017'],,,,
@leisbeth_recto Uy maging factual wag fake news. Non filing is different from tax evasion. Salsalin nyo maige malay nyo makakauto kayo. Laki ng takot nyo sa malinis na halalan kaya sa DQ nyo idadaan. Mga LOSERS! Mandaraya talaga pag maka LUTANG LUGAW,Negative,Hate,['1480700490988285953'],,,,
"@inquirerdotnet Ito ang malaking pagkakamali mo @bongbongmarcos , pag dating ng election iyak-iyak ka na naman at  sasabihin mo dinaya ka ni VP Leni.

#MarcosDuwagParin 
#MarcosMagnanakaw 
#MarcosSinungaling 
#MarcosJrDuwag 

#LeniMatapang 
#LeniRobredo2022 
#LeniKiko2022",Negative,Hate,['1485781345708040193'],,,,
@News5PH Yes. Alam ng mga tao ito. Takot din naman ang Comelec kahit may paglabag talaga nagawa si BBM.,Negative,Hate,['1479691284868521989'],,,,
alibi ng isang guilty  na sinungaling na anak ng magnanakaw na duwag.. takot ka itanong sau same issues plus current  issues ng pamemeke pagsisinungaling pagnanakaw di pagsipot sa comelec hearing and lahat ng kahayupan kasamaan ng pamilya mo..takot ka magising bbotante cult. mo https://t.co/HMKExhmKuR,Negative,Hate,['1485138707841957888'],,,,
"@rowena_guanzon O sya sya... so gabi na. Cno na un kamong senador na nkki-alam sa desisyon ng ComElec sa DQ case ni BBM? Kala ko ba atapang-a-tao ka so ba't di mo nilalabas.
Eh takot krin pla mdemanda! Akala ko pa nman basta mali lalabanan mo. Dpat pla sarili mo hamunin mo ng suntukan.😕",Negative,Hate,['1488101533451718659'],,,,
Bigla akong tinamad bumoto hahaha sayang yung pagpila ko sa Comelec ng 15 hours hahaha,Negative,Hate,['1484938682033262594'],,,,
@NgPateros @x2fer2008 @tagapagmulat Tama! Pati itong 2022 election pinaghandaan nya ng katakot-takot na pera at mind-conditioning. Pilit nyang binabago ang kasaysayan kahit wala sya sa posisyon. Pano na lng kung sya na ang nakaupo? Natutunan na nya ang leksyon during the ouster of his father kaya mas tuso na yan.,Negative,Hate,['1482146342655131649'],,,,
"@THIRDY_2980 Kunwari Daw ,pero ung totoo ng ngingingit ngit sa galit mga yan hahhahja kulang ng nga lang sgurin nila ang comelec 😝",Negative,Hate,['1483343270944161794'],,,,
Hayyys...gumawa tuloy ako ng twitter kahit ayoko para lang mag rant yung bata ko sa eleksyon nakakabwisit.Atleast mag attend kanaman sa interview kahit yun lng.Sumama ako dun sa pa caravan caravan pero naman kakadisapoint.Daming let downs yuck...Kay isko nalang ako. #MarcosDuwag https://t.co/srzEAxYV1V,Negative,Hate,['1484522772349198337'],,,,
Galit na galit kay PRRD at BBM ? For sure wala ng budget sa shabu mga yan kaya sa pinklawan sumusuporta 🤣  at malapit n maubos NPA.. anu na drugtest ng nanay niyo asan na?! mga hacker ng comelec dilawan na pink lang ang sisisihin namin dyan.🤔🤔,Negative,Hate,['1480541344997457925'],,,,
"@clacrespo_ @mikeyCortezz @kyle_ogatia_f @theadtan @bongbongmarcos kaya nga ngpa manual recount noh kasi nagka GLITCH yung system. Nakatulog lang ang mga tao tumaas bigla boto ni Leni at nabawas ky BBM? commonsense lang, pwede bang mabawasan ang boto sa election counting? 🤔",Negative,Hate,['1484961112281923588'],,,,
@AxeIMedina @KimIndar Yuck alam kasing talunan ang nanay nila hahahaha @COMELEC Leni Robredo supporters are trying to mislead the public.,Negative,Hate,['1485967005370839041'],,,,
"‘Yung presidential candidate niyo, COMELEC nga ‘di maharap, pa’no ba ‘yung international issues? Baka magtago ‘yan sa saya ng nanay niya. 🤣
#DisqualifyMarcos",Negative,Hate,['1479539251700445184'],,,,
"@DonorGen @rowena_guanzon @COMELEC Supporters niya, in-accuse pa supporters ni Leni tulad daw dun sa 'black-out' na nangyari nung 2016 na bigla daw lumamang si Leni sa eleksyon😂😂😂",Negative,Hate,['1482998395447181314'],,,,
"hinanap ko kanina comelec acknowledgement receipt ko kasi biglang sumagi sa isip ko, tas etong tatay ko sinabi bigla sa'kin na si b/bm iboto ko nawalan ako ng preno teh nasagot ko ng ""uto ka ba?"" ;(;(;(;)&amp;_)$)$)(#$(",Negative,Hate,['1484875930958852097'],,,,
"@Cryptonalism @rjtr3z @PhilstarNews Weh gigil siya oh?? Chill lang. LMAO. Accept mistakes? Iirc wala pang admission from BBM camp na nagsinungaling siya sa medical certificate niya to skip COMELEC hearing. And oh, I'd rather have lugaw than zoomicron. Keep fooling yourself. 😜",Negative,Hate,['1480732812651433986'],,,,
@clacrespo_ @hanssolo16 @koalakates @rowena_guanzon @COMELEC @gmanews @cnnphilippines @PhilstarNews @jabjimenez @inquirerdotnet kaya nga ang sinasabi niya ay to unify the nation. at galit na galit kayo sa kanya hindi nyo alam baka siya pa nga ang mag grant ng Franchise ng ABSCBN pag nagkataon.,Negative,Hate,['1481350858428203011'],,,,
"Listen up, dilawans. However the Comelec decides the DQ vs. BBM, the Supreme Court is still the ultimate (legal) resort to resolve said issue with FINALITY.

Kaya huwag muna kayong lumundag sa tuwa, mga shungang dilawan. 

Mananaig ang hustisya. Mananaig pa rin si BBM.",Negative,Hate,['1479509716560748548'],,,,
@dennisquijada4 @Chichai05942820 @BuangSonny @RoastedAdobo_ @dragun214 @GrowlHarhar @Charlbumbum @Disisyiti @mmmm73900812 @Ruthie2114 @GraceEverlast @ces_riki @lenirobredo @FedicTheGreat @MarionA56n @Du30Titan @marcosdaily_ph @srsasot_ @iamkarendavila @inquirerdotnet @PhilippineStar @tribunephl @n4n4daim3 @DapatSiLeni @AdeWinter8 @BBMSigawNgBayan @COMELEC @jabjimenez @rowena_guanzon naloko nah...lalaban ka pala mama lugs...TV tuloy ang napagbuntonan ng galit ni Kuya...ayaw kasi niya ng lutang at idiot na presidente🤣 https://t.co/btufd0eMO8,Negative,Hate,['1481207225200881665'],,,,
"@DOHgovph Pagbabayaran nio mga kademunyuhan ginagawa nio sa mga Tao pagtapos ng election..
Sana matagpo nio mga taong galit sa inyo at gantihan kayo sa mga kahayupan ginagawa nio sa katawan ng mga tao.",Negative,Hate,['1484189800244465664'],,,,
"@roooonaaaaaa @allaboutanythi5 @jmrsfbdn @lenirobredo Besides if so sabihin niya na busy siya, bat di niya sinabi at the first place? Sabihin mo sa takot umatend ng COMELEC hearing at Pre-recorded interview ng isang ""MOST CREDIBLE HOSTESS AND NETWORK"". Gumawa pa ng accusation sa network and sa Hostess tsk.",Negative,Hate,['1485407812758900736'],,,,
"@JoyceMa21045085 Omg hindi ko lubos maisip ang isang 
Hon.Comelec Commissioner  ay makikita mong nagtataray /galit na galit sa harapan ng camera na maririnig ng mga pangkaraniwang tao..",Negative,Hate,['1488036415543791622'],,,,
"Sana nga. COMELEC &amp; DICT must act quickly &amp; urgently. 4 months na lang before May elections, kaya with this development, may takot ako na ma-compromise ang bawat detalye ng aking pagiging botante. https://t.co/Lom8MwCrTu",Negative,Hate,['1480473616772861952'],,,,
@rowena_guanzon @COMELEC Isip isip pa po kung paano trabuhuin si BBM katulad ng gibawa ninyo noong 2016 hahaha...takot po kayo no?,Negative,Hate,['1479451889905377280'],,,,
@nickpink_23 @psycho_beatch12 @KapeSa2022 @PlaysCd @happyviviz @Xavier645652131 @jhnncklcmy @magimgicsarap Denial? Ay Shunga! Wala pa election ma deny na ko? Whahah mu na mag isip mga wala ga panglaba sariling Panty🤣🤣 huwag na iyak ng ha 🤣,Negative,Hate,['1485296329261981697'],,,,
HETO NAKAKA GULAT! BBM PANALO SA COMELEC! HARRY ROQUE NAG SALITA NA MAKI... https://t.co/4UJpoPnRXf via @YouTube,Positive,Non-hate,['1484270590282371075'],,,,
"@GisingPilipino @SantoSantito7 @johncol13097093 @rowena_guanzon @COMELEC Luh, yung galit ka sa haba ng term ni Marcos na duly elected pero sagot sa pangarap mong umayos ang Pilipinas si Guanzon? Look at her, listen to her… wag mo nang isipin na appointee sya. #gisingPilipino",Negative,Hate,['1488105627637346304'],,,,
@rotciv147 @Hyeungkim2 @pinoysportsguy @rowena_guanzon @mikenavallo @jabjimenez @COMELEC @cnnphilippines @gmanews @InquirerMobile Tsktsktsk.Pag kay VP ang tapang nyo no.Sya ba nagpatawag kay Jr?Bat di yung nagpatawag at naghahanap ang sabihan nyo ng kung anu ano?Takot kayo kay Com Guanzon?Mga bullies talaga kayo.,Negative,Hate,['1480591370784239623'],,,,
@_QuePasaChica_ @hampoyjampoy Yan mga yn tier 2 sila. Digital influencers. Mouth for hire. Kaya pansin nyo bigla kakambyo yn lalu n nung nagkarift between pdutz at marcos jr. Biglang tatahimik tpos bigla lumipat n pla. O kaya nung lumabas un comelec leak bigla lahat sila parehas n ng kinakanta. 🤭🤭🤭 https://t.co/eaQlVB2Gs0,Negative,Hate,['1481271384924102658'],,,,
@jvejercito Buti pa si Sen. @jvejercito kahit me sakit tuloy parin ang Executive Session ng @dzrhnews - yung isang Presidential Candidate takot sa Zoom Meeting with COMELEC; Me sakit daw na Zoomicron Virus...,Negative,Hate,['1479624851552104451'],,,,
Prolly not gonna happen pero sobrang chaotic siguro if manalo si B/BM sa election tapos bigla siyang ididisqualify ng Supreme Court,Neutral,Non-hate,['1482922376518008832'],,,,
"@dennisquijada4 @Charlbumbum @Hustlingmind @dragun214 @BuangSonny @Disisyiti @GraceEverlast @ces_riki @lenirobredo @FedicTheGreat @MarionA56n @fugitivemind_ @Du30Titan @marcosdaily_ph @srsasot_ @iamkarendavila @inquirerdotnet @PhilippineStar @tribunephl @n4n4daim3 @DapatSiLeni @AdeWinter8 @BBMSigawNgBayan @COMELEC @jabjimenez @rowena_guanzon 🤣🤣🤣 well, akala nyu maloloko nyu mga tao..duh.. as if..manigas ka boy bangkay.. yuck kayooo..",Negative,Hate,['1480808280175767552'],,,,
"@ELFilibustero @rowena_guanzon Kahit na anong galit at panlalait ni juan sa comcomelec, nkakapasok na ang infection transmission virus. Need to fumigate the entire House of Suffrage structure before election 2022.",Negative,Hate,['1487062221679054854'],,,,
kay mx zara talaga ako excited sa mga ekis ramdam na ramdam ang gigil te!  #PolitiKPop_Halalan,Positive,Non-hate,['1487072273055948825'],,,,
Sa interview galit sila dahil ayaw mag participate ni BBM..pero sa national election galit sila dahil isa sya sa participants🤣🤣🤣 gulo nyo🤡,Negative,Hate,['1484875654856593410'],,,,
@junjhon82 @rowena_guanzon @COMELEC Huh. From Comm. Guanzon to VP Leni.. bakit parang takot ma takot kayo sa babae.. hahaha.. Basta ang alam ko si junior sinungaling na magnanakw pa. And there’s more.. tax evader din in short convicted. Criminal ganernnn  🤣🤣🤣,Negative,Hate,['1488019272849068035'],,,,
"nakiki-ride lang tayong lahat sa meme about military service ha. clout-chaser lang tayo rito sa socmed. sige, tawa lang tayo. pero sa totoong buhay, taccayo, umayos kayo sa eleksyon! isipin niyo iboboto niyo! kinabukasan nating lahat ‘to sa susunod na anim na taon!",Negative,Hate,['1484349666179174402'],,,,
"@RMB0432 @IMelzky @Kaye0909 @anathemacrapola Bat di kayo magsampa ng disqualification case sa kanya. Malamang malakas mga yan pag ginawa niyo. Oh takot kayong gawin yan kasi baka ibasura ng COMELEC, kasi baseless. Hahaha",Negative,Hate,['1480017112332910594'],,,,
"@inquirerdotnet @dpazzibuganINQ Ang daming social media rants at pa-press briefing eh wala naman palang kwenta mga sinabi. Walang value. Non-sense. Kaya naman pala gigil ka Buangzon. Imagine sa tinatagal-tagal mo sa COMELEC, wala ka palang binatbat! 🤣😅😂 Sira ka na sa #Halalan2025",Negative,Hate,['1488304084268433410'],,,,
"@i_queenmonique @Arkijules17 @PhilstarNews Enabler din tong comelec. Sa mismong live, nagbabasa ein ng live comments yung hosts tas tuwang tuwa pa nga",Negative,Hate,['1480692564835844096'],,,,
"Omg sbe ko matutulog na ko eh hmp, pero gusto ko sagutan hehe first up, American Horror Story except for Election yuck!

D2ilver 5elebration
@SB19Official #SB19
#Bazinga_SB19 is my hype song! https://t.co/fBjJsSkB8D",Negative,Hate,['1480554551807987716'],,,,
"Kala ko ba mahina si Leni kasi babae kaya wag dapat iboto? Beh, si BBM nga debate lang takot na. Tapos may sakit pa nung COMELEC hearing. Daming rason.",Negative,Hate,['1484516757939560450'],,,,
"@iamgabriela0116 @MJQReyes 4. Takot harapin ang comelec dahil wala naman talagang maisagot ng tama. Hayaan nalang mga trolls depensahan cya. At gumawa ng bagong issue. 
Tulad ng nahack kuno ang server ng comelec.
Then lahat ng trolls todo depensa sa honest election. 
Ehh...",Negative,Hate,['1481095567518306307'],,,,
@eicvsfascism Kakagawa lang nga account na yan kahapon or today pag katapos nga election mawawala lang yam bigla kahit ano pang court decision itad itad sa kanila sasabihin nilang fake yan or ano naman,Negative,Hate,['1477535422939283459'],,,,
"Sabi mo palabas , at pawang walang basehan at  kasinungalingan ang reklamo sayo sa comelec,, ngayon at tinawag ka para sumagot,, sininat ka bigla at sumakit lalamunan,, parang grade one sa raw four na kulang na lang maihi sa short dahil d alam sagot🤣🤣🤣🤣",Negative,Hate,['1479383342562742273'],,,,
@EDENAGU43721338 ayaw nyo ba talunin sa patas na halalan? at kailangan ipa disqualify? hahahahah takot na takot mga pinklawan a.kala ko ba malakas ni lugaw? masyado kayong aligaga 🤣🤣🤣🤣,Negative,Hate,['1480107436380139524'],,,,
@eveninglight5 @Quibadia1 @rowena_guanzon @COMELEC akala ko ba malakas kayong mga kakampink? bakit takot kau na mgkaharap sila sa May2022 at kapit na kapit kayo sa DQ? Scared na yan?,Negative,Hate,['1483986360029843458'],,,,
Yabang bigla after learning na hack na Comelec! @bongbongmarcos @SAPBongGo @attyharryroque @YesYesYo13 @canete_darwin @Mel_Chor2021 @luminoustrix @iMthinkingPinoy @MalcolmConlan @MJQReyes @reyna_elena @FrancoMabanta @mindavote @COMELEC @Dutertenomics @MDSOnwardPH22 @BbMaharlika https://t.co/CZvBvINI1Z,Negative,Hate,['1481990554170834946'],,,,
Comelec nag simula ng mag print ng mga balota para sa May 9 election. Ang saya malapit na. 😊,Positive,Non-hate,['1483458259352977408'],,,,
