text,sentiment,label
nagsabi nyan last election nagparecount talo talaga kakampi nya yun poong duts galit galit vplr,Negative,Hate
hindi vpl nawawalan ginagawa mga volunteers gumastos nagpagod lalo aalab galit kontra mga mapang abuso hintayin niyo balik niyan inyo mga shunga natuto aral kasaysayan kahit matagal cavite isabela,Negative,Hate
thats comelec takot kasi baka cooking show magaganap lord trust pls,Negative,Hate
isipin niyo kahit kunwari sabihin natin sinusuportahan prof carlos sasabihin kabilang kubol apologist naman eh mirriam sumuporta last election galit galit,Negative,Hate
hindi kami papayag dayain naku niyo subukan sinasabi namin inyo niyo ihilingbmakita galit namin majority,Negative,Hate
naalala boy latigo??kapal muka mo!!ngawa ngawa dito twitter pero nag tatago mo!!at pinapalamon bayad sayo eleksyon!!di nahihiya niyan?sa mga bagsak neto!!kapal muka magnanakaw boto,Negative,Hate
nakaka iyak mafefeel yung kaligayan mga tao yung urge para matulungan vp this coming election hayysss sana,Positive,Non-hate
habang papalapit eleksyon nagiging agresibo mga supporters tataka kung manakit supporters kalaban ugali tapos ginantihan ganyan galit,Negative,Hate
walan respeto comelec taong duwag dahil walang plataporma takot magisa,Negative,Hate
context bigla chinat pinagmamalaki leading election kung kinakailangan ipaintindi gawin natin,Positive,Non-hate
kaloka yung ibang politiko here bigla bigla nalang kaming nagiging kamag-anak malapit eleksyon shutacayoooo haha,Negative,Hate
porke madaming pumunta ganyan reaction nung pink rally bulacan tuwang tuwa kayo dami ganyan accusation ediwow,Negative,Hate
luh daming triggered galit galit gusto manakit kalma baka kayo abutin eleksyon nyarn,Negative,Hate
mga kakampinks tuwang tuwa kalokohan comelec palibhasa aware kayo dayaan talaga niluluto mga partido kumunista,Negative,Hate
know him too well fake diploma takot debate diktador convict patong patong magnanakaw pathological liar fake accomplishments jobless walang pandemic response nagpa-recount nagpa-recount votes nung kulang yung,Negative,Hate
campaign mga takot,Neutral,Non-hate
nung nkipartner comelec rappler tuwang tuwa kayong mga pinktards...ksi makakadaya kayo binigyan kayo digong sige power khit,Negative,Hate
naging abnormal natapos kc career comelec kya naging ganyan pinagbigyan prize gusto guanzon nagmukhang katawa-tawa history,Negative,Hate
subrang dami pink before election kukulay pink philippinas survey laking tulong taem tropang vpleni survey galit tao tinatapatan lumabas kalsada octang palpak asia ilabas survey pra lumabas,Positive,Non-hate
bakit mga dilawanpinks manood comelec debate andito ninabatikos babym keso magnanakaw mga bobo tanga tagal nyong gawain nagyari yumaman kayo sumaya lang??wag basura ugali days kaya yan!!!go,Negative,Hate
binangungot kagabi election daw tapos lamang votes tapos sobrang lala galit diba panaginip kabaligtaran nangyayari ughhhh,Negative,Hate
urge wear pink election pero andun yung takot baka pabotohin ugh,Negative,Hate
sanay kayo kasi photo ops mama pink bawat galaw kamera harapan tuwang-tuwa naman kakampinks haay,Negative,Hate
gulat mga nagbabakbak nanaman kalsada talaga kapag election szn,Negative,Hate
retired comelec tuwang tuwa yun pala fakelawan pala population bacolod ibig sabihin half million malamang yung fake curious ngeeeh,Negative,Hate
parang nangyari ganito kagarapal kung mambastos kalaban election mga basurang trapo..palibhasa takot ma-expose mahinto mga kalokohang ginagawa kaya todo para sirain vp,Negative,Hate
attn itong mga tarps paligid opisina compound munisipyo guiguinto takot kayo boy cruz,Negative,Hate
hnd papayag pandarayang pinaplano kupsi,Negative,Hate
nahiya piminta kidney institute naalala fem,Negative,Hate
pagsupport kapanalig guanzon kanya kayo maniwala tuwang tuwa kayo kanya,Negative,Hate
naman tirada kong pinsan lockdown after halalan shutanes nakatravel mula area pauwi walang facemask matibay guardian naka-attend grand rally pag-asa naiuwi,Positive,Non-hate
crushy pls ayus ayusin desisyon kung sino ivovote election gigil sayo,Negative,Hate
unbelievable takot takot fact checking grabe nag give just like thatz sobrang nakakawala tiwala,Negative,Hate
walang kredibilidad smni pinamomonoan isang sex trafficker sinong pinagloloko niyo kung matapang talaga boy ngiwi sumali malakihang debate majority mga kandidato sumasali katulang comelec kbp halatang takot boycoccaine,Negative,Hate
nabasa tweet sir sorry bigla nawala nung binalikan matinding kalaban daw vp sir hindi yung ibang kandidato kundi comelec mismo mukhang point kayo sir,Positive,Non-hate
lmao ingay kupal takot sumali comelec debates interviews kasi baka tanungin jessica utal utal alamano kaya naman baka ngumiwi kapag tinanong malalim naman namin iboboto bobo kurap tamad kandidato,Negative,Hate
ngayong eleksyon natin makikita kung sino talaga mga korap opisyal mga takot transparency salamat gobyernong tapat madam vp nakikita mga tunay kulay,Negative,Hate
wow palaki palaki wonder nire-redtag pink rallies anti-marcos-du rallies takot tandem matalo takot kaya nating gawin kapag dinaya eleksyon mabuhay taumbayang lumalaban,Positive,Non-hate
tawang tawa nag aaway friends ffb pinag aawayan yung pambato eleksyon tangina naman kayo kilala mga grabe kayo laitan,Positive,Non-hate
gagi baka iyak naman for years papa-recount naman dahil sore loser,Negative,Hate
sorry hawak pangulong lahat resources gobyerno kung matalo vp sana walang mawawala kanya babalik pribadong hindi takot matalo pero sisiguruhin namin mananalo isang clean honest election,Negative,Hate
kung pera issue suarez lalo kayong yumaman paglapastangan n'yo quezon patunayan mong hindi taumbayan tatahimik kami hindi takot election offense makapangyarihan,Negative,Hate
whooo debate election excite hahaha plus sarap basa away hate comments hahaha lahat about current presidential candidates,Positive,Non-hate
qiqil data globe nanonood presidential debate comelec d:&lt,Negative,Hate
hayz katakot isipin talaga integrity netong coming election,Negative,Hate
watch george garcia interview about cheating happened during election alam kung susunod mangyayari lalabas katotohan itong haciendera malamang nag gagalaiti galit mental,Negative,Hate
hahaha gusto caravan caravan nasusunod protocol galit comelec haha kung totoong binawal dito okey safe magkukumpulan parang natuto nangyari election campaign india ngkaoutbreak,Negative,Hate
trend paakyat vp pababa naman boy cocaine next survey kunti lamang election lamang vp katakot-takot recount naman,Negative,Hate
cancel bus transportations ganito kalaki takot mahahalata kasi pandarayang gagawin election dahil nakikita gustong mga tao masyadong desperate kalaban,Negative,Hate
kaya dami sinabi walang ginawa sq lahat naging presidente wla nakapagpalinis lng doing sinasabi dahil personal galit lalo malapit election manlang pasok magic ratings kya galit,Negative,Hate
parang deadma mga bigayan pera mga campaign caravans lungkot,Negative,Hate
rappler iyak solgen calida moa rappler comelec lusaw via,Negative,Hate
seriously takot much baby anobeyen yung standard bearers unithieves andaming mental emotional baggage yung vp candidate naman ayaw discuss public yung personal reason nya kung ayaw debate kaya talaga magpatakbo isang bansa,Negative,Hate
clearly violation comelec rules harap harapan hindi takot kasi above law,Negative,Hate
offering scholarships wins election hope yung makakuha deserving talaga willing tumulong hindi yung nakikigulo mga rally galit galit gobyerno kaya hindi umuunlad mismo nagiging rebelde,Negative,Hate
ayusin election make sure hindi madadaya kung ayaw makita galit mga tao ilang dekada kayong palpak sana naman matino mga nakaupo korap,Negative,Hate
yung takot takot sarili nilang multo malinis eleksyon sinisiguro namin hindi muli makakapandaya kampo nyong laging lutang,Negative,Hate
huwag niyong ungkatin alalahanin credentials donny paalala hndi tumatakbo halalan pakihanap kandidato niyo mga credentials hinahanap niyo tigilan niyo donny mga hinayupak kayo gigil,Negative,Hate
bayad daw daw tax mga tsaka bobo umiiyak senadora diba comelec annouce breaching nagsalita haha mga kakampink masyado naman kayong takot,Negative,Hate
hahahaha..nakakatawa nandun purong cavitena...madali kayong naniniwala..sabagay tulad kayo lutang nyong anyway magkasubukan election not unless gawin nyong walang laman utak kundi,Negative,Hate
patulan paikot ikot kahit presentan achievements vp descredit chill magkaka alaman election saan pupulutin yung percent nanginginig takot kahit yung kalaban surveys god bless,Positive,Non-hate
miss bigla mga posts senator aking iboboto darating halalan,Positive,Non-hate
yung lalamunin kana galit inggit pero ikaw chill wala kaming pakialam want clean election,Negative,Hate
takot comelec tsaka majority media outlets takot smni magkaiba yung kaduwagan equal,Negative,Hate
iyak malapit malaman kung sino talaga nanalong vp com nakipagpartner crappler tahimik pero ngaun pabor senyo tahol kayo tahol mga utak,Negative,Hate
nandyan bilang know got unity our kpop fandoms pero pakihiwalay sana kpop kpag nawala pc niyo rally iiyak iyak kayo nagkagasgas bkt nung nag election sokor quiet idols ksi its sensitive topic them,Negative,Hate
naku lbm debate eh takot kana humarap..gusto malaman format debate comelec..ano chater??wala talaga utak,Negative,Hate
yung mga nagbabayad mga rally epekto nyan lalong iisipin tao hindi kayo iboto pagdating eleksyon hindi naman ninyo makikita ibinoto iyak anyway para ekonomiya least nakatulong naman,Negative,Hate
galit talaga kami sayo nung mnl jamie belmmonte akalain nag kami general election kahit baguhan,Negative,Hate
sana mag-guest arjo maine goals siguro after election period para iwas electioneering waaaah nito pagnagkataon,Positive,Non-hate
please pakigalaw baso nilulumot inuugat garapalan masyado bayaran dami narireceive videos pero dedma takot kayo head comittee electoral reform,Negative,Hate
bantayan mga ballot boxes takot mga reds kaya nag print mga balota advance which against law kanila comelec eh bumili mga machine count balota kaya bantay sarado kayo,Negative,Hate
bayad mga laking takot mga kung kayang gawin kanila itchura imelda nakakatakot sir luto resulta eleksyon,Negative,Hate
hoy bulok sex credibility wanted kanga hello takot mabisto rappler knows facts truth search google malaman kng anu rappler,Negative,Hate
subukan talaga magkalutuan panalunin makikita galit buong,Negative,Hate
pinklawans need pictures para magicmatic election hahaha alams namin mga ulol karamihan umattend dyan dahil pera pero iboboto bbm...smile now iyak later,Negative,Hate
this election really different from previous least personally for i'm not too emotionally involved mga past elections eh except for this election tlga ramdam sinusuportahan iyak naman lagi nlng,Negative,Hate
takot kayo,Negative,Hate
ayy kapag inyo facts naku pwede kasama yung buang nguso comelec mahihirapan yun gigil kayo grabe desperado hours nagpupulong makagawa panira scary katakot kayo,Negative,Hate
natapat wednesday birthday hiling magkaroon malinis eleksyon higit lahat sina vp kasama tropa para kulay bukas,Positive,Non-hate
know him too pasafe takot mabash ngaung election campaign season maraming nagshine gaya nina walden bello hindi kasama,Negative,Hate
alam ceo rappler tapos makiki bonding comelec iyak ressa,Negative,Hate
sino deny kayo nanghihingi kopyahan questions comelec tapps inilabas letter deny kayo takot debate tapos korina said bbm's camp chose schedule deny kayo graduate oxford dami kasya patawa,Negative,Hate
yung inyo incompetent eleksyon takot debates nagpapakita kasi expected mahihirapan ahahahaha absenero hahahahaha kaya naman nakapagtapos kahit pera ginamit aaral kasi absent absent duwag ahahaha weak weak boy ngiwi,Negative,Hate
kasaysayan comelec nahuli naba pinarusahan big names takot naman kayo naman ninyo kaya kahit mahuli kayo lalo popular,Negative,Hate
takot murals mga desperado talaga,Negative,Hate
takot comelec legit,Negative,Hate
hindi alam kung saan humuhugot kakapalan mukha itong iyo bernardo bawal naba totoo vico ikaw nalang maniniwala sinampa mong cyberlibel hindi kasi kayang eleksyon kaya eksena iyak nalang hahahahaha,Negative,Hate
rhetorical question ma'am kasi comelec gigil gigil tarp murals mga private property mga supporters pero yung bigayan pera rally kailangan complaint,Negative,Hate
interview prof carlos against taong nanghihingi advance questions debate comelec sino nanghihingi nagpapa baby nya nothing between ears daw iyak lols,Negative,Hate
skl kanina sumimba usual after communion nagdasal wishes tungkol election grabe maiyak iyak kanina ipinagdadasal yung mga taong maapektuhan nito kapag maling presidente naman nailuklok tumigil pumatak,Negative,Hate
dibaa it's kinda sus kasi biglang sobrang yung cases biglang sobrang nagluwag kinda scary baka iniipit yung info about mga nagpositive they'll release bigla after election then back level whatever,Negative,Hate
hahahahaha nakakatawa desperado takot,Negative,Hate
sana naman hindi i-implement tapos malapit election katakot outcome after ilang weeks baka season covid,Negative,Hate
bakit parang manhid kaliwa't kanan anomalya nagaganap ganun kalaki pera katumbas dangal wala silang takot diyos,Negative,Hate
takot kasi makasuhan magna carta ginawa mong insulto sector hindi namin makakalimutan isang araw isasampa namin husgado pagkatapos nitong election first offense imprisonment with fine alam,Negative,Hate
"kung galit kayo lbm dahil tinalo niya last election keso lugaw lutang lutang talino pwes hinde problema kunde yung utak niyong kakarampot,kase kung kami tatanungin bakit ayaw namin mga madami kaming dahilan",Negative,Hate
takot umattend debate kasi mabisto wlang plano bansa natin,Negative,Hate
takot debate duwag once again pinatunayan niya muli talaga tuloy debate kahit wala,Negative,Hate
iyak nlng kahit tuwad ndi maloloko kmi low i.q iboboto bugok wahahaha papadala banal banalan gustong maging banal,Negative,Hate
takot comelec haha ikaw nalang lumaban,Negative,Hate
hindi hate totoo nmn takot makipag debate kahit comelec debate duwag magnanakaw wait naitanong billion state tax,Negative,Hate
siningil lng naman bir tax tapos naninira nagsabi respeto tandaan mga hindi papautangin kasi mga halatang galit siningil masyadong madrama election gusto puro platorma labanan hnd memes umay tong mga,Negative,Hate
tulog daw busy print shaded ballots kaya ayaw attend kasi bayad diba nawawala credibilidad niyo kalaban takot takot kayo baka wala kasing padulas kinakawawa niyo mga supporters tbh,Negative,Hate
hindi sure kung dahil eleksyon pero naeenjoy mga senate hearings these past few days nabinge watch hearing napoles,Positive,Non-hate
kaya hindi talaga mananalo election dahil sobra talino bigla lumiit pananaw,Negative,Hate
doon venue campaign rally naisip nyong tamang lugar para ipamigay yun sobrang bobo tingin bakit galit kayo tarp murals pero hindi ganito gobyerno kayo proactive naman,Negative,Hate
"sir bigla lng naging bpb bulag,pipi,bingi comm pls guide ds kind election laws violation",Negative,Hate
iyak rappler breaking pansamantalang pinatitigil commission elections comelec pinirmahan nilang memorandum agreement online news agency rappler,Negative,Hate
alam nating bigayan pera hinaharass tao pinapatay tapos deadma comelec mga allegations kalma bigla nlng hinablot katabi sabihan kalma kang sumigaw bka ikaw yun lng aaminin duh,Negative,Hate
pota comelec biased paden eh pinapansin comelec lahat kalokohan ginagawa bbm-sara tandem takot debate umaattend mga platforms kayang mamanipulate outcome,Negative,Hate
parang scary election this year what yung binoto nanalo tapos palpak pala dami sgurong galit sayo tapos bigla masusumbat sayo yun tapos wala rebat never imagine big deal pala talaga neto nuh,Negative,Hate
lng tlga election campaign invested lahat daming paandar daming pasabog mga kakapinks natin nkakawala pagod,Positive,Non-hate
wala kasing smartmagic comelec kaya galit galit kayo,Negative,Hate
naku mga caviteno magmasid eleksyon baka magsiboto bigla yung mga matagal namayapa mapunan yung,Negative,Hate
takot--pero nakakatakot bes bka kampante umatend kasi dadayain kasi mga kaanig ibang posesyon comelec,Negative,Hate
dahilan mga duwag takot hiyang hiya nman yung mga nkipagdebate nung previous elections kung waste time pala baket gnagawa election exemption kc andami sadyang duwag cia natrauma proud kandidato,Negative,Hate
daming arf pero tuwang tuwa nung tandem comelec karamihan pinklawan gusto palagi pinapaboran sama sama kayo mga mediang biased,Negative,Hate
natulog tapos bigla natambakan natulog balota biglang nanganak boto ibig sabihin niyan hindi reliable smartmatic comelec hopefully matiwasay,Negative,Hate
kaya tignan tong mga minions nya natamaan comment galit galit gustong manakit,Negative,Hate
shutaena iyak nalang talaga tax bumoto sana election para masabi mong worth yung tax binabawas sahod kaya iboto yung nag babayad tax unfair,Negative,Hate
napa-apply bigla ibang bansa but i'll make sure makakaboto this election,Positive,Non-hate
lagyan sasagot bigla,Negative,Hate
apaka toxic mga tao eleksyon nakakapiga yung mga feeds daming nag mumurahan below belt tuwang tuwa mga kandidato niyo sainyo kayo kayo nagaaway kayo kayo nagkakasala chill,Negative,Hate
nag-edit naman gagawin kong profile pic hanggang matapos eleksyon hindi napalitan yung dp antagal magreply mommy hahahahaha pero legit kinakabahan totoo galit galit kasi,Negative,Hate
"ramdam yung hinagpis galit dating gov babym.sobrang hanga vp kahit hindi magkakilala,magkaalyado kahit talo election lugar yun.binaliwala niya yung tumulong nakakaproud talaga vp",Positive,Non-hate
iyak baka daw madaya nagsalita mga puppies nadaya last vp election,Negative,Hate
pala madam wow maikling emerald halos haba nyan good luck halalan yung nandaya yung natulog tao bigla lumamang palusot letrang takbo,Negative,Hate
hahahaha need tumawa today masyado masakit tong eleksyon,Positive,Non-hate
grabe tlga election nawala bigla covid lol,Negative,Hate
tawang tawa tatay sana matapos election para makapag pictures baka kasi mapagkamalan akong bhie bhie erm lagyan caption not b/b/m only happiness hahahahah point naman goal naman maging masaya,Positive,Non-hate
kapag lbm nanalo means ibig sabihin talaga nyan pati comelec takot full disclosure kaya talaga yung mga watchers maging vigilant hindi pero pati ibang kandidato,Negative,Hate
pasensya pero yung mga boboto ka/edad access naman resources ayaw patibag magtatanim galit inyo there's room for mistake ngayong election huwag niyo gawing laro,Negative,Hate
confirmed habang tulog sambayanang dis oras gabi bigla nagliwanag dahil kagagawan comishunga indi uubra ginawa nung election gising mga tao kabalastugan,Negative,Hate
hopefully next school year tsaka sabayan election/campaign for sure bigla mawawala yung,Positive,Non-hate
pagkatapos debate daw comelec dae tawa alam hahaha,Negative,Hate
beneficiaries ayuda bigla umattend rally tanga hoy gising,Negative,Hate
hindi takot tumanggap suhol komukolekta tslaga pera amg mga magnanakaw matiisin talaga mga gobyernong mga mga magnanakaw,Negative,Hate
convo boss mark malapit eleksyon sino iboboto ma'am sabay smile boss pareho wala nakong question sabay tawa kaming dalawa,Positive,Non-hate
gigil kayo dami cowd kaya rered pero itong bayaran kampo tahimik kayo pagalawin baso,Negative,Hate
africa madaling i-report vote-buying during election pero months from now siyempre takot habulin kapag hindi sikat yung election fb,Neutral,Non-hate
takot lenie comelec kasi baka daw dayain sabagay takot ginawa nyang pandaraya nakaraang election hahaha,Negative,Hate
nya dati official comelec debates aattend tapos takot dito hahaha,Negative,Hate
desperado neto pero this time importante tong eleksyon atin takot dahil alam nilang malilinis gobyerno umupo veep kaya natin there's still hope for this country that's leonor,Positive,Non-hate
minus boto election qiqil naalala iniendorse nya sakin dati for many reasons tapos ekis kana,Negative,Hate
double time paninira malapit eleksyon iyak dahil ipapanalo namin,Positive,Non-hate
"asus,,m issue pero nananakaw nr..you troll suscribe netflix parang galit",Negative,Hate
yuck yung mock election results mater hahahhahahahaha,Negative,Hate
"napanood kanina balita kasunduan bir comelec,kya justice carpio dapt daw ilabas knganong kasunduan yun,tas sobrang katawa tawa daw",Neutral,Non-hate
nagkita kami kawork prev company kanina nagregister last yr for this election didn't know then bakit bigla siyang naparegister tapos mask ate girl kanina pink pink,Positive,Non-hate
kahit sabihin inyo yun adore that this election iyak kayo,Positive,Non-hate
tawang tawa kung pre-req daw katangahan supporter haha bastos comelec igalaw baso,Negative,Hate
iyak mga pinklawan sana ganito kayo nakipagpartner comelec crappler tahimiknyo kasi pbor senyo malapit malaman sino talaga tunay vp last,Negative,Hate
dun ramdam tinatapon kapartido asawa nya kaya kumakambyo lola ganyan ganyan nman gnwa kapatid nya last election kaya galit galit mga,Negative,Hate
nakakaloka ppl pagwwithdrawhin sen.lacson bello nuisance candidates this years election puro galit fake news puro paninira naniniwala kasinungalingan,Negative,Hate
"but dont forget pduts yan.pbago isip ngaun bati bukas kagalit pos bati ule then galit bsta lng sigurado never vp become president...lam kung bakit ky nakkabahala kc hawak comelec,dko maiwasan isipin hidden agenda",Negative,Hate
hindi nanalo nobel piss price kasi wala record criminal ressa meron kung hindi takot makulong ressa eh bakit umaapela kung matapang nag pakulong hahaha,Negative,Hate
baka smni hayagan sinusuportahan kandidato haha inoorganize debate comelec ayaw umattend kaya ibig sabhin takot naduduwag wala talaga laman mga pinagsasabi think about,Negative,Hate
sino yung tinutukoy niya lol iniisip niya gawain gawain lahat natakot past isang kakampink nandaya speak cup pero takot history martial law nandaya eleksyon nambulsa bilyon pumatay libo,Negative,Hate
sana gets mga kaalyado nagpapainterview comelec nanghingi advance questions format mga kaalyado kaya nya again why waste your time platform hawak isang wanted person yuck,Negative,Hate
walang kaduda duda volunteerism ipinapakita mga kakampinks marami naniniwala this phenomenon our country's election campaign ramdam habang nanunuod live,Positive,Non-hate
mamemwersa mga kampon kadiliman mga know going gets tough when they crouch this low nararamdaman takot matatalo eleksyon this dirty gets we're watching,Negative,Hate
takot sarili nilang multo alam kasi digong karakas mga inutils panot was president last election smartmagic begun prrd only wants clean election kinakatakot ndi kc mkakapandaya just like lat time well dose their own,Negative,Hate
dramang takot smartmatic asahan maduming,Negative,Hate
grabe daming babym nagcocomment rtu mock election results bakit galit galit kayo resulta eh rtu naman lmao,Negative,Hate
sige send drone shot tsaka energy kampon bakit kaya ayaw niya umattend takot mautal dahil natrauma nung last debate,Negative,Hate
sana talaga takot diyos makonsensya,Positive,Non-hate
takot kasi hndi makakasagot mga national issues comelec required lahat excuses tatanggapin,Negative,Hate
takot mga kakampwet pasok comelec here obviously another tells how well connected she dilawan,Negative,Hate
pinawalang comelec-rappler agreement bwaahahaha mga friends sabay sabay tayong tumawa hahahahahahahahaha basura rappler hahahaha,Positive,Non-hate
ganda nag tutulungan lahat sana hindi during eleksyon,Positive,Non-hate
iyak ult for mga kakampigsa after nwely appointed comelec chairman rappled deffered tapos nmn,Negative,Hate
magfile petisyon dito tindi takot mga vp kuh ledesma iclaim natin panalo,Positive,Non-hate
tawang tawa comelec debate yung absent kawawa,Negative,Hate
madali kasi mamentang kasi gawain mamentang siguro ramdam talo talaga kasi president linis siguraduhin walang dayaan election nato doon takot lahat nandiyan comelec appointee pres taka kami,Negative,Hate
idk hes milking narrative ket barely see them here like parang kabute niyang sumulpot nalang bigla around election period mygod,Negative,Hate
sabihin niyo takot kayo comelec dahil hindi makapang daya manok niyo,Negative,Hate
naku calida wala ibang bakit galit gakit kayo rappler gusto naman namin maging transparent malinis eleksyon,Negative,Hate
hahaha sana mama see after election tuloy lng iyak,Negative,Hate
what heck yung gigil abot rally ayusin,Negative,Hate
"shet hindi naintindihan word sentence naman yun tsk,tsk tsk hope your mom won't see this nakakaawa lungkot mararamdaman niya",Negative,Hate
hahaha galit galit manang hinay hinay bka wla election mauna relax chill lng tyo hindi ikaka talino pagiging idiot ooppss,Negative,Hate
galit galit manakawan pero boto election boboto magnanakaw sinungaling,Negative,Hate
dali gumawa kwento ngayong election talagang dyan nanunuod ah?masyado namang ovious pagiging anti mo.lahat galit nakafollow,Negative,Hate
bigla ginawa court pati mga daan dito samin kase eleksyon btw ganda mong wala kang,Positive,Non-hate
gigil eh sure vote mabibigay based vote nakuha niya last election screenshot niyo lahat then balikan hahahaha kasi for sure baka makuha cavite sana,Positive,Non-hate
walden bello fire kinausap yung comelec chair bigla sara not showing,Positive,Non-hate
relevant presidential debate noon smni panelist nagtatanong candidates was interesting debate kaya absent yong candidate takot yata ky professor carlos way chrishempworth see,Negative,Hate
ramdam galit neto ksi hnd sumipot dlwa plus mahina penalty comelec,Negative,Hate
nagreklamo npc maging nagsabi kung smni maging partner magiging credible raw eleksyon pwede naman mag-collab bakit parang tuma-tumbling galit collab rappler comelec ayaw niyo fact-checking,Negative,Hate
depression sobra galit ddating pnahon kpag hnd nkontrol mental hsptl bgsak,Negative,Hate
takot takot kayo,Negative,Hate
hahaha hindi lng comelec lahat debates except for smni obviously bayad wala kayo karapatan even comment kase absent kandidato sino takot aral kayo ulit kasama lbm,Negative,Hate
laitin laitin bbm.pagdating eleksyon sigurado huling halakhak,Positive,Non-hate
takot debate takot rappler pero hindi takot pagkakalat fake news,Negative,Hate
bigla naging tomboy kasi eleksyon gago tong tomboy,Negative,Hate
lahat hindi sumasang-ayon kalaban wala rason wala espasyo diskurso hindi mahalaga kung totoo huli nabulag galit mga tao hanggang laganap parin ganitong gulo lalong lumalala papalapit eleksyon,Negative,Hate
huwag huwag nilang subukan ulit galit taong magsisisi,Negative,Hate
takot yung mga kampo mga unithieves dahil ma-uungkat mga fake news,Negative,Hate
bigla biglang nagppalit ngnmga position kung kelan eleksyon tsskkk,Negative,Hate
hahahah pala kaya gigil mga lbm rappler dahil smni makipagpartner comelec kasi dw prangkisa naman ulol hahahha hanap kayo aanchahin,Negative,Hate
sige manira more...mga desperado kayo pinagagawa ninyo lalo ginagalit taing galit makikita halalan,Negative,Hate
sara uniteam tinapos eleksyon cavite via daming tao grabe,Positive,Non-hate
proof violation pero walang magawa comelec unless mag-file protest pano kaya inirereklamo walang proof mmk yern iyak iyak sapat,Negative,Hate
takot eh gising kasi mga botante cavite kabahan election,Negative,Hate
ulet yun katakot takot accomodation ginawa comelec bobo niyong para umattend debate topics advance bawal rebuttal tangina kung naman tanga manok niyo,Negative,Hate
pano yun eh diring diri supporters napilipilitan dahil eleksyon,Negative,Hate
"gigil kayo kasi appoint comelec side bbm,nganga kau,iyak bantayan boto kayong nalalaman niyo magnanakaw boto",Negative,Hate
diring diri eh ikaw kilala kandidato personal level aral,Negative,Hate
sus kala nman binatbat tanungan debate comelec kesa thesis level questioning smni comelec tuwang tuwa kna dun bidabidahan,Negative,Hate
hindi kinakaya lakas tao kaya nagpapasok tuta comelec kayo takot takot huh,Negative,Hate
hahahahaahahaha sige iyak nalang just accepted fact that your candidate never going this election alam naman namin puro fake new ilalabas google ginagawa nalang complicated yung sitwasyon stress haha itulog,Negative,Hate
parang calculated labas katulad dito negros bacolodsa labas rally site story high tarp gulpi gulat comelec,Neutral,Non-hate
naku baby iyak sunod sunod ito...babantayan talaga mabuti comelec dahil alam natin tahimik diyan,Negative,Hate
kaya naman palang pagsabayin baket ayaw legit platform baket ayaw cnn comelec kasi takot kasi pagtatawanan well true kasi funny answers niya kahit staged,Negative,Hate
hindi eleksyon ganern gigil ako!#leniwanagsadilim,Negative,Hate
syempre walang pake takot hahahaa,Negative,Hate
first masyado kayong mga duwag masyado kayong combative...pero takot kayo magmandatory military training bakit dahil madali magpalaki bayag twitter maging human shield rebel communist group comelec,Negative,Hate
mamatay sama loob pagkatapos eleksyon panalo pinagpipilitan nyong dumalo debate wala namang katuturan mga debate cum entertainment show mga biased networks lutang mama pink takot takot humarap prof carlos totoong debate,Negative,Hate
comelec ba'y nagtutulog-tulugan mga illegal aktibidad bbm-sara takot lng gagawin mga supporters maliban kung protektado mga maimpluwensyang mga pulitiko likod bbm-sara tandem,Negative,Hate
style para pagusapan drop him from candidates tapos usapan unless takot comelec kanya hawak nya comelec huwag naman sana.marcos still not sure about joining comelec-initiated presidential debate,Negative,Hate
first time voter sinabihan mom lungkot daw talaga mga deserving eh nanalo kapag maka masa now parang vs nanaman endgame election kahit basta yung,Positive,Non-hate
trending galit mga tao trapong baka matalo election,Neutral,Non-hate
hindi takot but hindi gusto format debate comelec jazz lyk gma&amp;cnn baka bigayan advance questions.joined smni boyabunda dzrh ayt,Positive,Non-hate
summary mom's vp last was vp she even voted for remember muntik kami magtalo before coz she's was not anws muntik mahila ngayong eleksyon but well welcome back mima,Positive,Non-hate
diba machiavellian bad side style ninyo tingin namin kasi talagang ginawa niyo alam kapag nanalo kandidato niyong pretentious kunwari gobyernong tapat lahat after election baka discriminating govt galit ayaw pink,Negative,Hate
just called para kumustahin kasi tagal namin naguusap talaga after election kami mag-usap eh noh vp mag-sara leni-kiko ayaw parang nakakatamad bigla magpadala charot hahaha,Negative,Hate
survey iyak naman eleksyon hahaja,Negative,Hate
kelan kaya makokompleto debate nung last election eh bardugalan talaga,Positive,Non-hate
yung nag rappler-comelec pero tuwang-tuwa hahahaha sige sanay kami double standard,Negative,Hate
nakarating hongkong yung mga otso diretso isang inatabihan kinakamayan yung mga during their off tawang tawa kasi tinitingnan mga mula hanggang paa yung tipong kayo lalapit samin kasi election ganern,Negative,Hate
eleksyon naman naglalabasan mga ewan tagal nagtrabaho orphanage every election nagpupunta meron nangako bibisita mga hindi naman yung mga botante wala skl inis eh,Negative,Hate
inang lage nalang kame dba bakit takot takot kahet murals papatulan kaya magdrawing ganyan sobra naman mga sir/mam saan patas dito,Negative,Hate
ginigisa candidate buong family comelec debate tapos patawa tawa pinapanood reactions,Positive,Non-hate
siguraduhin ninyo malinis election dahil kayo magkakamali dami tao maaaring magwala sana natitira inyo takot diyos mga ginagawa ninyo,Negative,Hate
takot prof carlos kung prof carlos basehan dahil kung paano manggisa eh bakit comelec-sponsored debate walang panelist daming excuses babym,Negative,Hate
